大客户经理,通信/电信/网络设备,浙江远拓网络科技有限公司,大专,8千-1万,2年,宁波
三次元测量工程师,贸易/进出口,深圳市中德模具科技有限公司,高中,8.5千-1.2万·13薪,2年,深圳
仓管员,计算机软件,河源市勤进达实业有限公司,高中,6-6.5千,2年,东莞
总经理专职司机（代招）,医疗/护理/卫生,杭州和合医学检验实验室有限公司,大专,6-8千·13薪,5-7年,杭州
生产经理,机械/设备/重工,宁波康居金属制品有限公司,大专,8千-1万,5-7年,宁波
出纳（总部岗位）,物业管理/商业中心,深圳市卓越商业管理有限公司,本科,7千-1万·15薪,2年,深圳
丝印工,计算机软件,河源市勤进达实业有限公司,初中及以下,5.5-7.5千,2年,东莞
仓库管理员,汽车零配件,森瑞（江苏）塑料制品有限公司,中技/中专,5.5-6千·13薪,2年,常州
招聘经理,公关/市场推广/会展,广东艺时代文化产业投资发展有限公司,大专,7.5-9千,2年,广州
IT主管/经理,物业管理/商业中心,深圳市卓越商业管理有限公司,本科,1-1.5万·15薪,3-4年,深圳
QC,计算机软件,河源市勤进达实业有限公司,初中及以下,5.5-7.5千,2年,东莞
嵌入式工程师,制药/生物工程,江苏博美达生命科学有限公司,本科,1.2-1.8万,3-4年,太仓
机加工报价工程师,原材料和加工,深圳市杰准精密机械有限公司,高中,1-1.5万,5-7年,深圳
模拟/电源集成电路设计工程师,电子技术/半导体/集成电路,北京普能微电子科技有限公司,硕士,3-6万,3-4年,南京
工艺研发工程师,汽车,苏州恩都法汽车系统股份有限公司,大专,9千-1.2万·13薪,10年以上,苏州
Java软件开发工程师,计算机软件,欧梯希软件（郑州）有限公司,大专,1-1.3万,1年,郑州
外贸业务员,贸易/进出口,上海昌军进出口贸易有限公司,大专,6-8千,2年,上海
主播（旅游行业）,酒店/旅游,深圳市温泉之家国际旅行社有限公司,高中,6.7-9千,1年,深圳
品质部 部长 （新能源）,新能源,深圳哲思锂电循环科技有限公司,本科,1.5-2万,5-7年,东莞
高级嵌入式软件工程师,通信/电信运营、增值服务,南京泰通科技股份有限公司,本科,2.3-3.5万·13薪,8-9年,南京
机械工程师,原材料和加工,株洲恒泰新材料有限公司,本科,7千-1万,3-4年,株洲
酒店经理,批发/零售,深圳市鸿都时尚投资发展有限公司,大专,7千-1.3万,2年,深圳
自媒体运营专员,教育/培训/院校,武汉哥图文化传媒有限公司,大专,4.5-9千,1年,武汉
生产主管,计算机硬件,三一智造（深圳）有限公司,中技/中专,0.8-1万,1年,深圳
安装工程经理,房地产,龙湖集团地产,本科,1.5-2.5万·13薪,5-7年,南京
公寓/市场管理员,批发/零售,深圳市鸿都时尚投资发展有限公司,高中,4-8千,2年,深圳
SMT设备工程师,电子技术/半导体/集成电路,苏州汉瑞森光电科技股份有限公司,中技/中专,9千-1.2万,2年,苏州
SMT拉长/领班/SMT副主管,计算机硬件,三一智造（深圳）有限公司,高中,6-8千,2年,深圳
大量招聘客服和审核人员,外包服务,上海煊橙信息科技有限公司,,3-5千,无需经验,柳州
审计经理,会计/审计,大信会计师事务所（特殊普通合伙）长沙分所,本科,8千-1万·16薪,5-7年,长沙
行政前台,电子技术/半导体/集成电路,常州鼎先电子有限公司,高中,4-5千,2年,常州
巡检员,机械/设备/重工,无锡市中天塑料保持架制造有限公司,中技/中专,5-7千,1年,无锡
英语助教,影视/媒体/艺术/文化传播,深圳市力中萱书店有限公司,本科,8千-1.2万,1年,深圳
主播（旅游行业）,酒店/旅游,深圳市温泉之家国际旅行社有限公司,高中,6.7-9千,1年,深圳
品质部 部长 （新能源）,新能源,深圳哲思锂电循环科技有限公司,本科,1.5-2万,5-7年,东莞
高级嵌入式软件工程师,通信/电信运营、增值服务,南京泰通科技股份有限公司,本科,2.3-3.5万·13薪,8-9年,南京
装配工,教育/培训/院校,江苏乐百仕教育科技有限公司,中技/中专,3.5-4.5千,2年,南京
机械工程师,原材料和加工,株洲恒泰新材料有限公司,本科,7千-1万,3-4年,株洲
QC 品检 验货员 质检员,贸易/进出口,深圳诺唯亚顾问有限公司,高中,6-7千,2年,深圳
酒店经理,批发/零售,深圳市鸿都时尚投资发展有限公司,大专,7千-1.3万,2年,深圳
客服服务经理,制药/生物工程,上海宗义实业发展有限公司,本科,1.5-2万,3-4年,滁州
自媒体运营专员,教育/培训/院校,武汉哥图文化传媒有限公司,大专,4.5-9千,1年,武汉
SMT工程师,计算机硬件,三一智造（深圳）有限公司,中技/中专,8千-1万,1年,深圳
公寓/市场管理员,批发/零售,深圳市鸿都时尚投资发展有限公司,高中,4-8千,2年,深圳
白云边酒--销售主管,快速消费品(食品、饮料、化妆品),武汉世纪达能商贸有限公司,中技/中专,7.5千-1.5万,2年,武汉
SMT设备工程师,电子技术/半导体/集成电路,苏州汉瑞森光电科技股份有限公司,中技/中专,9千-1.2万,2年,苏州
仓库管理员,计算机硬件,三一智造（深圳）有限公司,中技/中专,5.5-6.5千,无需经验,深圳
广州机场空运出口操作,计算机软件,广州世森国际货运代理有限公司,大专,5-6千,3-4年,广州
销售助理,快速消费品(食品、饮料、化妆品),河北美多乐商贸有限公司,大专,4-6千,3-4年,唐山
大量招聘客服和审核人员,外包服务,上海煊橙信息科技有限公司,,3-5千,无需经验,柳州
外观维修专员,计算机硬件,三一智造（深圳）有限公司,高中,7-10万/年,1年,深圳
Experienced ICT Engineer,新能源,SolarEdge Technologies China 所乐科技中国,本科,1.5-3万·13薪,10年以上,广州
采购助理,计算机软件,嘉兴云驰智能科技有限公司,大专,3.5-6千,1年,嘉兴
客服专员,快速消费品(食品、饮料、化妆品),良品铺子股份有限公司,大专,3-4千·13薪,1年,武汉
店经理（三亚海棠湾）,服装/纺织/皮革,PORTS,大专,1.6-2.5万,5-7年,三亚
(senior) Process Engineer,新能源,SolarEdge Technologies China 所乐科技中国,本科,1.5-3万·13薪,5-7年,广州
汇丰私人财富规划分区总经理,银行,汇丰保险经纪有限公司,本科,3-4万,8-9年,深圳
夏米尔慢走丝操作工,原材料和加工,成都鼎易精密模具有限公司,中技/中专,5千-1万,2年,成都
生产主管,电子技术/半导体/集成电路,新葓桥电子（昆山）有限公司,高中,8千-1.5万,5-7年,昆山
吾悦广场零售商户店长/店员,物业管理/商业中心,苏州新城吾悦商业管理有限公司,,5千-1万,1年,苏州
导演/编导,影视/媒体/艺术/文化传播,四川明星坊文化传播有限公司,大专,5千-1万,1年,广州
物业项目经理,物业管理/商业中心,北京信卫物业管理有限公司,本科,1.5-3万,5-7年,北京
大区销售经理,计算机软件,安徽汇智信息技术有限公司,本科,8千-1.5万·13薪,3-4年,合肥
室内设计师,家居/室内设计/装潢,广东卓艺设计顾问有限公司,大专,1-1.5万,5-7年,广州
质检工程师（代招）,汽车,珠海广通车辆制造有限公司,大专,7-8千,2年,珠海
系统运维工程师,快速消费品(食品、饮料、化妆品),广西叫酒网络科技有限公司,本科,1-1.5万·13薪,3-4年,南宁
汽车开关结构工程师,汽车零配件,广东森下汽车技术有限公司,本科,8千-1.5万,3-4年,广州
软装设计师,家居/室内设计/装潢,广东卓艺设计顾问有限公司,大专,1-2万,8-9年,广州
朝九晚六双休客服缴纳社保,计算机软件,上海帆驰信息技术有限公司,大专,4-6千,1年,安庆
系统运维工程师,快速消费品(食品、饮料、化妆品),广西叫酒网络科技有限公司,本科,1-1.5万·13薪,3-4年,南宁
硬件助理工程师,互联网/电子商务,熵基科技股份有限公司,本科,6-8千,无需经验,东莞
大区销售经理,计算机软件,安徽汇智信息技术有限公司,本科,8千-1.5万·13薪,3-4年,合肥
软装设计师,家居/室内设计/装潢,广东卓艺设计顾问有限公司,大专,1-2万,8-9年,广州
质检工程师（代招）,汽车,珠海广通车辆制造有限公司,大专,7-8千,2年,珠海
系统运维工程师,快速消费品(食品、饮料、化妆品),广西叫酒网络科技有限公司,本科,1-1.5万·13薪,3-4年,南宁
区域销售经理,计算机软件,安徽汇智信息技术有限公司,大专,5千-1万·13薪,3-4年,合肥
汽车开关结构工程师,汽车零配件,广东森下汽车技术有限公司,本科,8千-1.5万,3-4年,广州
朝九晚六双休客服缴纳社保,计算机软件,上海帆驰信息技术有限公司,大专,4-6千,1年,安庆
系统运维工程师,快速消费品(食品、饮料、化妆品),广西叫酒网络科技有限公司,本科,1-1.5万·13薪,3-4年,南宁
商务采购经理（海外采购）,医疗设备/器械,广州市中誉仪器科技有限公司,大专,1.5-1.7万·13薪,3-4年,广州
审计员,专业服务(咨询、人力资源、财会),罗致恒富人力资源（上海）有限公司,,1-1.5万,无需经验,苏州
医美中心行政院长,美容/保健,广东伊丽汇美容科技有限公司,大专,2-3万,2年,珠海
数据开发工程师（南宁）,快速消费品(食品、饮料、化妆品),广西叫酒网络科技有限公司,大专,8千-1.5万,3-4年,南宁
织造工艺工程师,原材料和加工,江苏爱索新材料科技有限公司,大专,4-6千,无需经验,泰州
技术支持工程师,计算机软件,上海云辰信息科技有限公司,中技/中专,4-5千,5-7年,南充
摄影师,航天/航空,中国空气动力研究与发展中心计算空气动力研究所,本科,6.5-10万/年,2年,绵阳
花型设计助理,服装/纺织/皮革,上海菲姿服饰有限公司,本科,5-7千,1年,上海
织造工艺工程师,原材料和加工,江苏爱索新材料科技有限公司,大专,4-6千,无需经验,泰州
采购专员（珠宝首饰行业+双休）,贸易/进出口,深圳市曼奇首饰有限公司,大专,9千-1.1万·15薪,3-4年,深圳
财务经理,电子技术/半导体/集成电路,上海拓异电子科技有限公司,大专,9千-1.3万·13薪,5-7年,上海
短视频达人,会计/审计,海南立刻财务咨询有限公司,大专,3.5-7千,1年,海口
场馆运营专员（文体公司）,影视/媒体/艺术/文化传播,重庆华熙国信体育文化产业发展有限公司,本科,4-4.5千,无需经验,重庆
财务会计,通信/电信运营、增值服务,爱讯达科技（深圳）有限公司,本科,1-1.5万,5-7年,深圳
会计,交通/运输/物流,星速拉美（深圳）跨境供应链管理有限公司,大专,8-9千·13薪,1年,深圳
社群运营,制药/生物工程,浙江方格药业有限公司,大专,6千-1.2万,1年,杭州
采购专员,医疗设备/器械,广州三拾七度医学技术有限公司,大专,5千-1万,3-4年,广州
会计,计算机软件,北京凯骐典盛商贸有限公司,大专,4-7千,1年,北京
汇丰私人财富规划师,银行,汇丰保险经纪有限公司,本科,8-9千,1年,上海
销售代表,电子技术/半导体/集成电路,江西屏飞科技有限公司,中技/中专,4-8千,无需经验,南昌
仓库主管,电子技术/半导体/集成电路,广东高标智能科技股份有限公司,本科,1.2-1.8万,5-7年,东莞
产业园运营主管,房地产,中信泰富（中国）投资有限公司,本科,6千-1万,1年,南京
销售总监,计算机软件,深圳市新天源电子有限公司,大专,1.5-2.5万,3-4年,深圳
西语翻译,交通/运输/物流,星速拉美（深圳）跨境供应链管理有限公司,本科,1.7-2.1万·13薪,1年,深圳
采购管理,家具/家电/玩具/礼品,浙江恒源洁具股份有限公司,大专,8千-1.5万,5-7年,台州
渠道拓展经理（工作地点：广州）,服装/纺织/皮革,利郎（中国）有限公司,大专,1.5-1.8万·15薪,5-7年,广州
交通水利编辑部助理编辑,文字媒体/出版,中国建材工业出版社,本科,6-8千,无需经验,北京
战略客户总监,金融/投资/证券,泰康养老保险股份有限公司浙江分公司,本科,7.5千-1.5万,3-4年,杭州
培训经理,电子技术/半导体/集成电路,上海光通信有限公司,本科,2-4万·13薪,8-9年,上海
项目策划（河西G53）,房地产,中海地产南京公司,本科,1.2-2万,3-4年,南京
营业员,贸易/进出口,深圳市兴昌宏投资有限公司,,3千及以下,无需经验,深圳
体内药理科学家,制药/生物工程,上海礼邦医药科技有限公司,本科,1-1.2万·14薪,2年,上海
外贸销售、财务、技能培训老师,计算机软件,浙江欣园科技有限公司,本科,5-9千,3-4年,杭州
新媒体运营,医疗/护理/卫生,成都美容整形医院有限公司,大专,4-7千,1年,成都
CQE工程师,多元化业务集团公司,霍尼韦尔（中国）有限公司,本科,1.5-2万·14薪,5-7年,苏州
电气设计工程师,机械/设备/重工,浙江永贵电器股份有限公司,本科,1.3-2万·13薪,3-4年,杭州
外贸销售、财务、技能培训老师,计算机软件,浙江欣园科技有限公司,本科,5-9千,3-4年,杭州
物流专员,电气/电力/水利,西安日立能源电力电容器有限公司,本科,9千-1.2万·13薪,2年,西安
汽车4S 店总经理,汽车,云南正能量汽车销售有限责任公司,大专,8千-1.5万,5-7年,昆明
企划,医疗/护理/卫生,成都恒轩企业管理有限公司,大专,4.5-7千,2年,成都
外贸销售、财务、技能培训老师,计算机软件,浙江欣园科技有限公司,本科,5-9千,3-4年,杭州
机械工程师（非标自动化）,制药/生物工程,成都瀚辰光翼生物工程有限公司,本科,1-2万·15薪,3-4年,成都
销售专员,多元化业务集团公司,资阳发展投资集团有限公司,本科,5.5-7万/年,无需经验,资阳
质检员,制药/生物工程,常州瑞曦生物科技有限公司,,6-8千,3-4年,常州
外贸销售、财务、技能培训老师,计算机软件,浙江欣园科技有限公司,本科,5-9千,3-4年,杭州
技术员(J10006),医疗设备/器械,苏州新劢德医疗器械科技有限公司,中技/中专,6千-1万,3-4年,苏州
医务处管理师,医疗/护理/卫生,南京明基医院有限公司,本科,5-8千,3-4年,南京
计划主管,新能源,鸿新新能源科技（云南）有限公司,大专,8千-1万,2年,大理
综合部（行政人事主管/经理）,快速消费品(食品、饮料、化妆品),上海沛华实业集团有限公司,本科,8千-1万,3-4年,成都
模具工程师,汽车,安徽尼威汽车动力系统有限公司,高中,8千-1.6万·13薪,5-7年,芜湖
弱电主任,物业管理/商业中心,粤海物业管理有限公司,本科,1-1.3万·13薪,3-4年,深圳
摄影师,影视/媒体/艺术/文化传播,广州市聚星文化传媒科技有限公司,大专,8千-1.3万,1年,广州
CAE仿真工程师,计算机软件,成都优仿科技有限公司,本科,6-12万/年,1年,成都
财务主管,环保,广州予能环保新材料有限公司,本科,1-1.8万,5-7年,广州
电子工程师,新能源,SolarEdge Technologies China 所乐科技中国,本科,1.5-2.5万·13薪,5-7年,广州
人事人员,电子技术/半导体/集成电路,宁波万芯诚电子科技有限公司,本科,5-7千,3-4年,宁波
资深/销售专员（口腔设备器械）,医疗设备/器械,上海松佰牙科器械有限公司,大专,6千-1万,2年,宁波
汇丰私人财富规划副经理,银行,汇丰保险经纪有限公司,本科,1-1.4万,3-4年,深圳
Experienced ICT Engineer,新能源,SolarEdge Technologies China 所乐科技中国,本科,1-2万,5-7年,广州
采购材料、设备质量管理,计算机软件,嘉兴云驰智能科技有限公司,大专,5千-1万,3-4年,嘉兴
平面设计师,物业管理/商业中心,新城控股集团股份有限公司,大专,5-5.7千,1年,西安
电商客服专员,房地产,广州中旗实业集团有限公司,大专,4-5千,1年,广州
客服专员,快速消费品(食品、饮料、化妆品),良品铺子股份有限公司,大专,3-4千·13薪,1年,武汉
采购助理,计算机软件,嘉兴云驰智能科技有限公司,大专,3.5-6千,1年,嘉兴
店经理（三亚海棠湾）,服装/纺织/皮革,PORTS,大专,1.6-2.5万,5-7年,三亚
汇丰私人财富规划分区总经理,银行,汇丰保险经纪有限公司,本科,3-4万,8-9年,深圳
夏米尔慢走丝操作工,原材料和加工,成都鼎易精密模具有限公司,中技/中专,5千-1万,2年,成都
生产主管,电子技术/半导体/集成电路,新葓桥电子（昆山）有限公司,高中,8千-1.5万,5-7年,昆山
吾悦广场零售商户店长/店员,物业管理/商业中心,苏州新城吾悦商业管理有限公司,,5千-1万,1年,苏州
导演/编导,影视/媒体/艺术/文化传播,四川明星坊文化传播有限公司,大专,5千-1万,1年,广州
物业项目经理,物业管理/商业中心,北京信卫物业管理有限公司,本科,1.5-3万,5-7年,北京
大区销售经理,计算机软件,安徽汇智信息技术有限公司,本科,8千-1.5万·13薪,3-4年,合肥
资深制剂研究员,制药/生物工程,杭州善礼生物医药科技有限公司,本科,1-2万,2年,杭州
招商专员、招商经理,快速消费品(食品、饮料、化妆品),无锡者天生物科技有限公司,高中,6-8千,2年,无锡
BMS软件工程师,电子技术/半导体/集成电路,炫途储能科技（上海）有限公司,本科,3-5万,2年,上海
业务代表,电子技术/半导体/集成电路,国巨电子（东莞）有限公司,大专,6千-1.2万·14薪,5-7年,东莞
销售代表/业务专员（包住宿+高提成）,计算机软件,深圳市新天源电子有限公司,中技/中专,5千-1万,1年,深圳
实习生,新能源,上海联颖新能源科技有限公司,大专,3-4千,无需经验,南通
BMS硬件高级工程师,电子技术/半导体/集成电路,炫途储能科技（上海）有限公司,硕士,2.5-5万,3-4年,上海
平面设计,物业管理/商业中心,重庆市聚信名家汇家居有限公司,大专,4-6千,1年,重庆
芯片销售/芯片业务员,计算机软件,深圳市新天源电子有限公司,高中,8千-1万,2年,深圳
QC,原材料和加工,怀德维新金属制品（深圳）有限公司,初中及以下,4-6千,1年,深圳
招采主管,多元化业务集团公司,资阳发展投资集团有限公司,本科,6-8万/年,2年,资阳
实验室操作员,医疗设备/器械,上海依视路光学有限公司,高中,4-5千,5-7年,镇江
芯片销售工程师（元器件（晶振）LCM优先）,计算机软件,深圳市新天源电子有限公司,高中,8千-1.5万,2年,深圳
电商授权店运营-手表事业部,贸易/进出口,卡西欧（中国）贸易有限公司,本科,9千-1.1万·17薪,2年,上海
ETL工程师,专业服务(咨询、人力资源、财会),利优科技资讯服务（深圳）有限公司,本科,4.5-5.5万·13薪,10年以上,上海
商品运营,服装/纺织/皮革,上海勒煜嘉品牌设计有限公司,本科,9千-1.2万·13薪,2年,上海
外贸电商运营,计算机软件,深圳市新天源电子有限公司,大专,6千-1万,2年,深圳
维修主管（电力电子设备）,新能源,北京迅巢科技有限公司,大专,8千-1万,5-7年,北京
体系审核员/非全职,检测，认证,上海磐正认证有限公司,本科,1千/天,3-4年,上海
汽车金融按揭专员,汽车,重庆格邦汽车销售服务有限公司,大专,5千-1万,1年,重庆
新媒体运营,医疗/护理/卫生,成都美容整形医院有限公司,大专,4-7千,1年,成都
电气设计工程师,机械/设备/重工,浙江永贵电器股份有限公司,本科,1.3-2万·13薪,3-4年,杭州
物流专员,电气/电力/水利,西安日立能源电力电容器有限公司,本科,9千-1.2万·13薪,2年,西安
外贸销售、财务、技能培训老师,计算机软件,浙江欣园科技有限公司,本科,5-9千,3-4年,杭州
汽车4S 店总经理,汽车,云南正能量汽车销售有限责任公司,大专,8千-1.5万,5-7年,昆明
财务人员,交通/运输/物流,广州长景国际货运代理有限公司,大专,6千-1.2万,3-4年,广州
企划,医疗/护理/卫生,成都恒轩企业管理有限公司,大专,4.5-7千,2年,成都
外贸销售、财务、技能培训老师,计算机软件,浙江欣园科技有限公司,本科,5-9千,3-4年,杭州
机械工程师（非标自动化）,制药/生物工程,成都瀚辰光翼生物工程有限公司,本科,1-2万·15薪,3-4年,成都
销售专员,多元化业务集团公司,资阳发展投资集团有限公司,本科,5.5-7万/年,无需经验,资阳
质检员,制药/生物工程,常州瑞曦生物科技有限公司,,6-8千,3-4年,常州
技术员(J10006),医疗设备/器械,苏州新劢德医疗器械科技有限公司,中技/中专,6千-1万,3-4年,苏州
财务经理,家居/室内设计/装潢,苏州乐庭家居用品有限公司,本科,1.5-2万,5-7年,苏州
医务处管理师,医疗/护理/卫生,南京明基医院有限公司,本科,5-8千,3-4年,南京
计划主管,新能源,鸿新新能源科技（云南）有限公司,大专,8千-1万,2年,大理
综合部（行政人事主管/经理）,快速消费品(食品、饮料、化妆品),上海沛华实业集团有限公司,本科,8千-1万,3-4年,成都
摄影师,影视/媒体/艺术/文化传播,广州市聚星文化传媒科技有限公司,大专,8千-1.3万,1年,广州
自动化专员,多元化业务集团公司,上海桑能国际贸易有限公司,高中,5-8千,无需经验,昆山
高端化妆品集合店店长-合肥砂之船,快速消费品(食品、饮料、化妆品),上海粉提化妆品有限公司,,9千-1.5万,3-4年,合肥
快消品业务员（会开车）,快速消费品(食品、饮料、化妆品),武汉市兴利天商贸有限公司,高中,6-8千,1年,武汉
楼栋管家（物业）,房地产,广东广田丰投资集团有限公司,大专,4.2-5千·13薪,1年,广州
成本招采经理,建筑/建材/工程,中国电子系统工程第三建设有限公司,大专,1-2万,3-4年,苏州
1,贸易/进出口,杭州臻元休闲用品有限公司,大专,8-10万/年,2年,杭州
产品经理（国际物流）,交通/运输/物流,广东省智慧陆港管理有限公司,本科,1.5-3万,8-9年,佛山
主业管理专员,多元化业务集团公司,资阳发展投资集团有限公司,本科,7-10万/年,2年,资阳
外贸业务员（双休包吃住）,机械/设备/重工,常州市禾昌智能科技有限公司,大专,6千-1.2万·13薪,1年,常州
销售代表,电气/电力/水利,上海凯泉泵业(集团)有限公司南京分公司,大专,8千-1万,1年,南京
装配工,新能源,上海康耐拓汽车科技有限公司,初中及以下,7-9千,1年,苏州
客服管培生(24届校招),石油/化工/矿产/地质,江苏龙蟠新材料科技有限公司,本科,5-8千,无需经验,南京
营销经理,环保,江苏华展环境艺术股份有限公司,大专,5千-1万,无需经验,宿迁
稽查专员,餐饮业,佛山市顺德区太艮堡毋米粥饮食服务有限公司,中技/中专,6-8千,3-4年,佛山
IT系统工程师,通信/电信运营、增值服务,爱讯达科技（深圳）有限公司,本科,1-2万,3-4年,西安
机械工程师中高级（江阴）,仪器仪表/工业自动化,江苏雷博科学仪器有限公司,本科,8千-1.6万·13薪,3-4年,无锡
机器视觉调试工程师,仪器仪表/工业自动化,上海锡明光电科技有限公司,大专,1.2-1.8万,3-4年,北京
质量工程师,汽车,梦达一驰汽车零部件（重庆）有限公司,大专,1-1.1万,3-4年,重庆
IT系统运维工程师,通信/电信运营、增值服务,爱讯达科技（深圳）有限公司,本科,1-2万,3-4年,南京
售后部经理,仪器仪表/工业自动化,江苏雷博科学仪器有限公司,大专,1.5-2.5万·14薪,5-7年,无锡
C#软件工程师,计算机软件,长沙炯辉信息技术有限公司,大专,1-1.5万,5-7年,长沙
平面设计师,印刷/包装/造纸,武汉市天虹纸塑彩印有限公司,中技/中专,4-6千,1年,武汉
网络运维工程师,通信/电信运营、增值服务,爱讯达科技（深圳）有限公司,本科,1-2万,3-4年,北京
药店营业员-大德路,制药/生物工程,广东圆心药业有限公司,中技/中专,4-8千,1年,广州
机械工程师,电子技术/半导体/集成电路,博轶胜自动化科技（无锡）有限公司,大专,8千-1.5万·13薪,3-4年,无锡
PCB Layout,电子技术/半导体/集成电路,芯科集成电路（苏州）有限公司,本科,8千-1.5万·15薪,3-4年,苏州
招商专员、招商经理,快速消费品(食品、饮料、化妆品),无锡者天生物科技有限公司,高中,6-8千,2年,无锡
BMS软件工程师,电子技术/半导体/集成电路,炫途储能科技（上海）有限公司,本科,3-5万,2年,上海
业务代表,电子技术/半导体/集成电路,国巨电子（东莞）有限公司,大专,6千-1.2万·14薪,5-7年,东莞
销售代表/业务专员（包住宿+高提成）,计算机软件,深圳市新天源电子有限公司,中技/中专,5千-1万,1年,深圳
实习生,新能源,上海联颖新能源科技有限公司,大专,3-4千,无需经验,南通
BMS硬件高级工程师,电子技术/半导体/集成电路,炫途储能科技（上海）有限公司,硕士,2.5-5万,3-4年,上海
资深抖音运营,原材料和加工,广东拓必拓科技股份有限公司,大专,2.5-4万,3-4年,广州
芯片销售/芯片业务员,计算机软件,深圳市新天源电子有限公司,高中,8千-1万,2年,深圳
招采主管,多元化业务集团公司,资阳发展投资集团有限公司,本科,6-8万/年,2年,资阳
实验室操作员,医疗设备/器械,上海依视路光学有限公司,高中,4-5千,5-7年,镇江
ETL工程师,专业服务(咨询、人力资源、财会),利优科技资讯服务（深圳）有限公司,本科,4.5-5.5万·13薪,10年以上,上海
商品运营,服装/纺织/皮革,上海勒煜嘉品牌设计有限公司,本科,9千-1.2万·13薪,2年,上海
维修主管（电力电子设备）,新能源,北京迅巢科技有限公司,大专,8千-1万,5-7年,北京
体系审核员/非全职,检测，认证,上海磐正认证有限公司,本科,1千/天,3-4年,上海
汽车金融按揭专员,汽车,重庆格邦汽车销售服务有限公司,大专,5千-1万,1年,重庆
物业传媒业务主管,物业管理/商业中心,广州天力物业发展有限公司惠州分公司,大专,7-8千,3-4年,惠州
康复科主任,多元化业务集团公司,康亦健（集团）有限公司,大专,1-2万,5-7年,广州
